12351162 110767 4060 2010-04-09 14:43:49.000 2307640 40631 FreakyStyley 1 0 NULL -1 NULL
12351163 110767 4060 2010-04-09 14:43:52.000 2324082 115056 Edmond 0 0 Team 1 -1 NULL
12351164 110767 302 2010-04-09 14:43:54.000 26279936 93868 ^Yungmoose@BS 23265280 150847 Phantom032@SysX 0 25.28577
12351165 110767 4050 2010-04-09 14:44:21.000 -22549 37058 ogorass@pk 1 33531 OneManBucket@XT's game -1 NULL
12351166 110767 302 2010-04-09 14:44:37.000 24772608 3922 *Champyx@GB 19333120 30858 MoGas@RT 0 99.84985
12351167 110767 302 2010-04-09 14:44:43.000 26083328 14413 Daemonium 19333120 30858 MoGas@RT 0 23.53172
12351168 110767 302 2010-04-09 14:45:00.000 26607616 0 .Outpost406 23265280 150847 Phantom032@SysX 0 3.52
12351169 110767 203 2010-04-09 14:46:45.000 1 33531 OneManBucket@XT's game 1 0 NULL -1 Supremacy
12351170 110767 203 2010-04-09 14:46:52.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 Teleport (Lt)
12351171 110767 4050 2010-04-09 14:47:32.000 2317058 8823 *Virulence@XT 1 33531 OneManBucket@XT's game -1 NULL
12351172 110767 4050 2010-04-09 14:47:53.000 -19252 14739 kalix1 1 33531 OneManBucket@XT's game -1 NULL
12351173 110767 4050 2010-04-09 14:48:05.000 -19175 155184 Botzman@XT 1 33531 OneManBucket@XT's game -1 NULL
12351174 110767 4060 2010-04-09 14:48:36.000 -19252 14739 kalix1 1 0 NULL -1 NULL
12351175 110767 4060 2010-04-09 14:48:41.000 -19175 155184 Botzman@XT 0 0 Team 1 -1 NULL
12351176 110767 4050 2010-04-09 14:49:15.000 -29936 176870 Petzep(3) 1 33531 OneManBucket@XT's game -1 NULL
12351177 110767 302 2010-04-09 14:49:40.000 25755648 0 .Miner393 26279936 93868 ^Yungmoose@BS 0 9.4875
12351178 110767 302 2010-04-09 14:49:41.000 26279936 93868 ^Yungmoose@BS 23658496 177612 k10xbai 0 3.52
12351179 110767 203 2010-04-09 14:50:23.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 SpecMine (Ur)
12351180 110767 302 2010-04-09 14:50:27.000 27197440 0 .Miner415 23265280 150847 Phantom032@SysX 0 3.733333
12351181 110767 302 2010-04-09 14:50:37.000 28639232 0 .Miner437 26279936 93868 ^Yungmoose@BS 0 9.4875
12351182 110767 203 2010-04-09 14:50:47.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 Refinery (Lt)
12351183 110767 302 2010-04-09 14:50:48.000 27459584 40631 FreakyStyley 23658496 177612 k10xbai 0 116.6667
12351184 110767 302 2010-04-09 14:50:52.000 26279936 93868 ^Yungmoose@BS 24969216 72450 girlyboy_1 0 3.52
12351185 110767 302 2010-04-09 14:51:08.000 23265280 150847 Phantom032@SysX 29097984 14739 kalix1 0 10.43625
12351186 110767 203 2010-04-09 14:51:17.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 Supremacy
12351187 110767 302 2010-04-09 14:51:51.000 29294592 0 .TeleportLt447 26017792 43884 Gstar@ACE 0 9.4875
12351188 110767 302 2010-04-09 14:52:03.000 27918336 115056 Edmond 26083328 14413 Daemonium 0 9.4875
12351189 110767 302 2010-04-09 14:52:03.000 26148864 170176 French_Touch 29097984 14739 kalix1 0 11.06875
12351190 110767 302 2010-04-09 14:53:01.000 23265280 150847 Phantom032@SysX 1114116 0 Tower AC Drone 0 11.5
12351191 110767 302 2010-04-09 14:53:40.000 29229056 155184 Botzman@XT 27459584 40631 FreakyStyley 0 12.99072
12351192 110767 4060 2010-04-09 14:53:43.000 2319205 176203 thebairdman@AFS 1 0 NULL -1 NULL
12351193 110767 4050 2010-04-09 14:53:52.000 -29753 154978 Haduken@SRM 1 33531 OneManBucket@XT's game -1 NULL
12351194 110767 302 2010-04-09 14:54:49.000 27918336 115056 Edmond 27459584 40631 FreakyStyley 0 11.52054
12351195 110767 302 2010-04-09 14:54:54.000 19333120 30858 MoGas@RT 26279936 93868 ^Yungmoose@BS 0 9.4875
12351196 110767 302 2010-04-09 14:55:02.000 22085632 46046 Til 26017792 43884 Gstar@ACE 0 7.91939
12351197 110767 302 2010-04-09 14:55:14.000 26017792 43884 Gstar@ACE 23265280 150847 Phantom032@SysX 0 4
12351198 110767 302 2010-04-09 14:55:14.000 26083328 14413 Daemonium 23265280 150847 Phantom032@SysX 0 4
12351199 110767 302 2010-04-09 14:55:21.000 29097984 14739 kalix1 23265280 150847 Phantom032@SysX 0 4.666667
12351200 110767 203 2010-04-09 14:55:26.000 1 33531 OneManBucket@XT's game 1 0 NULL -1 Outpost
12351201 110767 302 2010-04-09 14:55:30.000 27262976 0 .Miner416 26279936 93868 ^Yungmoose@BS 0 10.43625
12351202 110767 302 2010-04-09 14:55:41.000 27459584 40631 FreakyStyley 23265280 150847 Phantom032@SysX 0 4.857143
12351203 110767 302 2010-04-09 14:55:56.000 29229056 155184 Botzman@XT 29097984 14739 kalix1 0 9.4875
12351204 110767 302 2010-04-09 14:55:59.000 29097984 14739 kalix1 23265280 150847 Phantom032@SysX 0 5
12351205 110767 302 2010-04-09 14:56:08.000 27918336 115056 Edmond 24838144 166978 BlackGuard 0 10.43625
12351206 110767 302 2010-04-09 14:56:10.000 26279936 93868 ^Yungmoose@BS 22085632 46046 Til 0 4
12351207 110767 302 2010-04-09 14:56:27.000 19333120 30858 MoGas@RT 24838144 166978 BlackGuard 0 11.06875
12351208 110767 302 2010-04-09 14:56:28.000 23265280 150847 Phantom032@SysX 29097984 14739 kalix1 0 9.4875
12351209 110767 203 2010-04-09 14:56:41.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 SpecMine (Ur)
12351210 110767 302 2010-04-09 14:56:45.000 26935296 0 .Miner411 24772608 3922 *Champyx@GB 0 11.52054
12351211 110767 203 2010-04-09 14:56:45.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 Outpost (Lt)
12351212 110767 302 2010-04-09 14:56:50.000 22085632 46046 Til 24772608 3922 *Champyx@GB 0 11.52054
12351213 110767 302 2010-04-09 14:57:03.000 19333120 30858 MoGas@RT 29097984 14739 kalix1 0 10.43625
12351214 110767 302 2010-04-09 14:57:03.000 23658496 177612 k10xbai 29097984 14739 kalix1 0 15.54165
12351215 110767 302 2010-04-09 14:57:13.000 29229056 155184 Botzman@XT 26279936 93868 ^Yungmoose@BS 0 9.4875
12351216 110767 302 2010-04-09 14:57:14.000 26279936 93868 ^Yungmoose@BS 29229056 155184 Botzman@XT 0 137.5
12351217 110767 302 2010-04-09 14:57:15.000 22085632 46046 Til 29097984 14739 kalix1 0 11.52054
12351218 110767 302 2010-04-09 14:57:26.000 23658496 177612 k10xbai 29097984 14739 kalix1 0 11.85938
12351219 110767 203 2010-04-09 14:57:35.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 Teleport (Lt)
12351220 110767 302 2010-04-09 14:57:45.000 23265280 150847 Phantom032@SysX 24772608 3922 *Champyx@GB 0 11.06875
12351221 110767 302 2010-04-09 14:57:53.000 24313856 154310 Dibbley@SF 29229056 155184 Botzman@XT 0 151.25
12351222 110767 302 2010-04-09 14:57:58.000 27459584 40631 FreakyStyley 29229056 155184 Botzman@XT 0 4
12351223 110767 302 2010-04-09 14:57:58.000 26017792 43884 Gstar@ACE 24969216 72450 girlyboy_1 0 4.666667
12351224 110767 4050 2010-04-09 14:58:09.000 -14405 93969 CrazedBomber@BS 1 33531 OneManBucket@XT's game -1 NULL
12351225 110767 302 2010-04-09 14:58:34.000 23265280 150847 Phantom032@SysX 29097984 14739 kalix1 0 12.12292
12351226 110767 302 2010-04-09 14:58:34.000 29097984 14739 kalix1 23265280 150847 Phantom032@SysX 0 4
12351227 110767 302 2010-04-09 14:58:46.000 29229056 155184 Botzman@XT 26083328 14413 Daemonium 0 9.4875
12351228 110767 202 2010-04-09 14:58:52.000 24313856 154310 Dibbley@SF 12 0 Team 1 -1 Outpost (Lt)
12351229 110767 302 2010-04-09 14:58:56.000 22085632 46046 Til 24772608 3922 *Champyx@GB 0 7.086914
12351230 110767 302 2010-04-09 14:58:56.000 23265280 150847 Phantom032@SysX 26017792 43884 Gstar@ACE 0 9.4875
12351231 110767 302 2010-04-09 14:59:01.000 29229056 155184 Botzman@XT 24772608 3922 *Champyx@GB 0 10.43625
12351232 110767 302 2010-04-09 14:59:07.000 26148864 170176 French_Touch 26279936 93868 ^Yungmoose@BS 0 9.4875
12351233 110767 302 2010-04-09 14:59:43.000 26279936 93868 ^Yungmoose@BS 27918336 115056 Edmond 0 4
12351234 110767 302 2010-04-09 14:59:43.000 26083328 14413 Daemonium 27918336 115056 Edmond 0 4
12351235 110767 4060 2010-04-09 14:59:49.000 2296354 53719 BlackButtler 0 0 Team 1 -1 NULL
12351236 110767 302 2010-04-09 15:00:11.000 27918336 115056 Edmond 26083328 14413 Daemonium 0 10.43625
12351237 110767 4050 2010-04-09 15:01:03.000 -14949 94670 Abandon_Hope 1 33531 OneManBucket@XT's game -1 NULL
12351238 110767 302 2010-04-09 15:01:22.000 23265280 150847 Phantom032@SysX 24772608 3922 *Champyx@GB 0 12.12292
12351239 110767 302 2010-04-09 15:02:12.000 26279936 93868 ^Yungmoose@BS 23265280 150847 Phantom032@SysX 0 137.5
12351240 110767 302 2010-04-09 15:02:12.000 26083328 14413 Daemonium 23265280 150847 Phantom032@SysX 0 137.5
12351241 110767 302 2010-04-09 15:02:24.000 26017792 43884 Gstar@ACE 24969216 72450 girlyboy_1 0 4.857143
12351242 110767 302 2010-04-09 15:02:28.000 29097984 14739 kalix1 23265280 150847 Phantom032@SysX 0 4.666667
12351243 110767 302 2010-04-09 15:02:33.000 24313856 154310 Dibbley@SF 23265280 150847 Phantom032@SysX 0 5
12351244 110767 4050 2010-04-09 15:03:10.000 -865 71671 SheffWill@SysX 1 33531 OneManBucket@XT's game -1 NULL
12351245 110767 203 2010-04-09 15:03:52.000 1 33531 OneManBucket@XT's game 0 0 Team 1 -1 SpecMine (Ur)
12351246 110767 4050 2010-04-09 15:04:10.000 -3448 90840 ionosphere(2) 1 33531 OneManBucket@XT's game -1 NULL
12351247 110767 302 2010-04-09 15:04:21.000 29097984 14739 kalix1 16056320 53719 BlackButtler 0 151.25
12351248 110767 302 2010-04-09 15:04:57.000 25821184 0 .Miner394 23265280 150847 Phantom032@SysX 0 5
12351249 110767 302 2010-04-09 15:04:59.000 26738688 0 .Miner408 29229056 155184 Botzman@XT 0 4
12351250 110767 4050 2010-04-09 15:05:10.000 2305698 179152 Gartkal@AFS 1 33531 OneManBucket@XT's game -1 NULL
12351251 110767 4050 2010-04-09 15:05:16.000 2302856 3522 Dome@XT 1 33531 OneManBucket@XT's game -1 NULL
12351252 110767 -1000 2010-04-09 15:05:16.000 1 154310 Dibbley@SF -1 0 ( 5 for 4 against) -1 NULL
12351253 110767 302 2010-04-09 15:05:16.000 24772608 3922 *Champyx@GB -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351254 110767 302 2010-04-09 15:05:16.000 26279936 93868 ^Yungmoose@BS -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351255 110767 302 2010-04-09 15:05:16.000 26017792 43884 Gstar@ACE -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351256 110767 302 2010-04-09 15:05:16.000 27459584 40631 FreakyStyley -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351257 110767 302 2010-04-09 15:05:16.000 29097984 14739 kalix1 -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351258 110767 302 2010-04-09 15:05:16.000 25493504 176203 thebairdman@AFS -1 0 Caltrop/Alephres/Con-bomb 0 -1
12351259 110767 2030 2010-04-09 15:05:16.000 1 33531 OneManBucket@XT's game 19 0 Team 1 -1 Team 1 won by outlasting all other sides.
